Round,Player1,Player1_Deck,Player1_Wins,Player2,Player2_Deck,Player2_Wins,Draws,IsBye,Result
3,Greg Schafer,Dimir Midrange,2,Patrick Albergo,Izzet Elementals,0,0,False,Greg Schafer won 2-0-0
3,Jack Rudzena,Mono-Black Midrange,2,Robert Pompa,Dimir Excruciator,0,0,False,Jack Rudzena won 2-0-0
3,Daniel Bachhuber,Simic Rhythm,2,Finnkk,Rakdos Goblins,1,0,False,Daniel Bachhuber won 2-1-0
3,Alexander Beebe,Temur Harmonizer,2,Giovanni Chisci,Izzet Lessons,1,0,False,Alexander Beebe won 2-1-0
3,LizardJenny,Simic Rhythm,2,Dylan Morgan,Dimir Midrange,1,0,False,LizardJenny won 2-1-0
3,Brad Bonin,Izzet Lessons,2,Anibal Z,Izzet Lessons,0,0,False,Brad Bonin won 2-0-0
3,cftsoc,Temur Harmonizer,2,Matthew Abdy,Bant Cage,0,0,False,cftsoc won 2-0-0
3,Michael Belfatto,Azorius Control,2,PatP23,Izzet Elementals,0,0,False,Michael Belfatto won 2-0-0
3,Qiaoyu Zhang,Bant Airbending,1,Brantley Lockwood,Izzet Prowess,2,0,False,Brantley Lockwood won 2-1-0
3,Tyler Steinwand,Izzet Elementals,2,Taidhg Tajalli,Mono-Red Aggro,0,0,False,Tyler Steinwand won 2-0-0
3,TavinJ,Dimir Midrange,2,Hai Nguyen,Dimir Excruciator,1,0,False,TavinJ won 2-1-0
3,Ronan Armstrong,Izzet Spellementals,1,Kevin Thanakit,Dimir Midrange,2,0,False,Kevin Thanakit won 2-1-0
3,Cole Weinstein,Izzet Spellementals,0,Chad Leiske,Izzet Lessons,2,0,False,Chad Leiske won 2-0-0
3,Montgomery Knifer,Izzet Spellementals,2,Ethan Willoughby,Azorius Tempo,1,0,False,Montgomery Knifer won 2-1-0
3,JimW9,Bant Airbending,2,Joshua Leger,Mono-Green Landfall,1,0,False,JimW9 won 2-1-0
3,Tyler Hart,Dimir Excruciator,1,JustJR,Mono-Green Landfall,2,0,False,JustJR won 2-1-0
3,Andrew Skorik,Boros Dragons,2,Jacob Havard,Izzet Prowess,1,0,False,Andrew Skorik won 2-1-0
3,Lyfeinsurance,Sultai Roots,2,JonahR,Izzet Spellementals,1,0,False,Lyfeinsurance won 2-1-0
3,Aiden Lum,Mono-Green Landfall,2,DanM3,Mono-Black Aggro,0,0,False,Aiden Lum won 2-0-0
3,Gerrick Alford,Izzet Lessons,1,Gabriel Maxson,Izzet Lessons,2,0,False,Gabriel Maxson won 2-1-0
3,JohnM1,Dimir Excruciator,2,a47cc7a64be44be48b628fb38231db82,Bant Airbending,1,0,False,JohnM1 won 2-1-0
3,Andrei Ionov,Mono-Red Aggro,2,ricky linn,Izzet Lessons,1,0,False,Andrei Ionov won 2-1-0
3,Zac Landis,Simic Rhythm ,1,Gabriel Nicholas,Izzet Prowess,2,0,False,Gabriel Nicholas won 2-1-0
3,Jason Ye,Four-Color Midrange,2,Anthony Culver,Temur Battlecrier Combo,1,0,False,Jason Ye won 2-1-0
3,Irishpotato__,Sultai Rhythm,2,TimCambre,Dimir Midrange,1,0,False,Irishpotato__ won 2-1-0
3,John Lohr,Izzet Lessons,0,ItsAugust,Dimir Excruciator,2,0,False,ItsAugust won 2-0-0
3,Mreyes,Azorius Tempo,0,Steven Yean,Dimir Excruciator,2,0,False,Steven Yean won 2-0-0
3,Daniel Seidl,Dimir Excruciator,1,Carter Steichen,Mono-Red Aggro,2,0,False,Carter Steichen won 2-1-0
3,Joshua Hess,Boros Dragons,2,largefish,Rakdos Aggro,1,0,False,Joshua Hess won 2-1-0
3,Noah Barber,Boros Dragons,2,Justin Crozier,Izzet Spellementals,1,0,False,Noah Barber won 2-1-0
3,Austin Graham,Izzet Lessons,2,Kenith Dsouza,Dimir Midrange,0,0,False,Austin Graham won 2-0-0
3,Matthew Bennett,Simic Rhythm,0,Morrie Cunningham,Temur Rhythm,2,0,False,Morrie Cunningham won 2-0-0
3,Joe Dixon,Izzet Elementals,2,Charles Pierce,Izzet Blink,1,0,False,Joe Dixon won 2-1-0
3,Alex Poulosky,Izzet Prowess,2,Javier Ramos,Dimir Control,1,0,False,Alex Poulosky won 2-1-0
3,DargonDestroyor,Simic Rhythm,2,Steve Gan,Izzet Lessons,0,0,False,DargonDestroyor won 2-0-0
3,Ethan Stensrud,Selesnya Landfall,2,Chase Santayana,Dimir Excruciator,0,0,False,Ethan Stensrud won 2-0-0
3,Tim Wilson,Mono-Green Landfall,2,Jfarrington,Four-Color Control,0,0,False,Tim Wilson won 2-0-0
3,meleemtgroo,Temur Harmonizer,1,Riley Grogan,Azorius Tempo,2,0,False,Riley Grogan won 2-1-0
3,Pete Ingram,Mono-Green Landfall,2,Andrew Mahieu,Mono-Green Landfall,1,0,False,Pete Ingram won 2-1-0
3,ChristopherB1,Dimir Midrange,1,Scott Trepanier,Boros Dragons,2,0,False,Scott Trepanier won 2-1-0
3,Darren Rucker,Azorius Tempo,2,Casey Ford,Mono-Green Landfall,0,0,False,Darren Rucker won 2-0-0
3,Slax,Grixis Elementals,2,Kindalucky850,Azorius Tempo,0,0,False,Slax won 2-0-0
3,Yinan Wan,Sultai Reanimator,2,Juan Ramos,Dimir Midrange,0,0,False,Yinan Wan won 2-0-0
3,William Grogan,Mono-Green Landfall,2,Matt Sims,Dimir Excruciator,1,0,False,William Grogan won 2-1-0
3,Joe Beam,Izzet Lessons,0,Christopher Henderson,Azorius Otters,2,0,False,Christopher Henderson won 2-0-0
3,Brian Cusick,Azorius Merfolk,0,Evan Heritage,Izzet Lessons,2,0,False,Evan Heritage won 2-0-0
3,Hotgirlz,Boros Dragons,2,Christopher Juliano,Boros Dragons,0,0,False,Hotgirlz won 2-0-0
3,Milldaddy,Simic Rhythm ,1,Ben Whitmer,Simic Rhythm,2,0,False,Ben Whitmer won 2-1-0
3,Kevin Hernandez,Izzet Elementals,2,Sam Peagler,Izzet Lessons,0,0,False,Kevin Hernandez won 2-0-0
3,Anthony Boxleiter,Izzet Dragons,0,Backinthefrey,Jeskai Control,2,0,False,Backinthefrey won 2-0-0
3,Ben Bauer,Mono-Red Aggro,2,Jim Chin,Mono-Green Landfall,1,0,False,Ben Bauer won 2-1-0
3,Adam Lappin,Izzet Lessons,2,Matt Ludwigson,Izzet Prowess,1,0,False,Adam Lappin won 2-1-0
3,Sirtex00,Sultai Reanimator,0,Steven Rorabaugh,Izzet Lessons,2,0,False,Steven Rorabaugh won 2-0-0
3,Matthew Farley,Izzet Lessons,1,Justen Kim,Dimir Excruciator,2,0,False,Justen Kim won 2-1-0
3,Espen_Lunden,Jeskai Control,1,Mac Blanchard,Izzet Spellementals,2,0,False,Mac Blanchard won 2-1-0
3,Richard Girges,Azorius Control,2,Michael Hobbs,Jeskai Control,1,0,False,Richard Girges won 2-1-0
3,Tyggz,Izzet Blink,1,Ben A Miller,Azorius Control,2,0,False,Ben A Miller won 2-1-0
3,RobertFalk,Azorius Tempo,2,Jeremy Edler,Izzet Lessons,0,0,False,RobertFalk won 2-0-0
3,DavidMSantiago,Dimir Excruciator,1,Luke VanKleek,Mono-Green Landfall,2,0,False,Luke VanKleek won 2-1-0
3,Dan Caskey,Dimir Excruciator,2,CruK,Bant Omniscience,1,0,False,Dan Caskey won 2-1-0
3,pcshannon27,Boros Dragons,1,John Aloi,Temur Battlecrier Combo,2,0,False,John Aloi won 2-1-0
3,Remington Rice,Jeskai Control,2,James Newman,Simic Rhythm,1,0,False,Remington Rice won 2-1-0
3,Dan White,Dimir Excruciator,1,Kyle Reichard,Temur Harmonizer,2,0,False,Kyle Reichard won 2-1-0
3,Gino Bautista,Mono-Red Aggro,0,Jacob Norris,Izzet Elementals,2,0,False,Jacob Norris won 2-0-0
3,DyslixecTurtle,Boros Dragons,2,Jackson Kirkland,Izzet Elementals,1,0,False,DyslixecTurtle won 2-1-0
3,Stu Somers,Izzet Lessons,2,Kevin Long,Dimir Midrange,1,0,False,Stu Somers won 2-1-0
3,Joey Mispagel,Mono-Green Landfall,1,Dylan Brown,Dimir Excruciator,2,0,False,Dylan Brown won 2-1-0
3,AndrewHuber,Bant Omniscience,0,Mae French,Izzet Lessons,2,0,False,Mae French won 2-0-0
3,Cade Stinson,Dimir Excruciator,0,Brendan Atkinson,Boros Dragons,2,0,False,Brendan Atkinson won 2-0-0
3,Nathan Goldberg,Simic Rhythm,0,Grayson Nemets,Simic Rhythm,2,0,False,Grayson Nemets won 2-0-0
3,ColtonMang,Dimir Bounce,1,Nathan Kirner,Jeskai Control,1,0,False,1-1-0 Draw
3,Conor Panuccio,Izzet Lessons,1,Gregory Vaughan,Esper Pixie,2,0,False,Gregory Vaughan won 2-1-0
3,Alex Nelson,Izzet Spellementals,0,bdog115,Izzet Lessons,2,0,False,bdog115 won 2-0-0
3,John Cuvelier,Gruul Landfall,2,Brent Clift,Bant Airbending,1,0,False,John Cuvelier won 2-1-0
3,Reece_Bayens,Azorius Control,2,Quintin Myers,Simic Rhythm,1,0,False,Reece_Bayens won 2-1-0
3,Eric Shoopman,Gruul Landfall,1,Taylor Laehn,Mono-Green Landfall,2,0,False,Taylor Laehn won 2-1-0
3,Chris King,Rakdos Monument,2,LEE STEHT,Grixis Elementals,0,0,False,Chris King won 2-0-0
3,JULES SERATT,Bant Airbending,1,ERIC GRAY,Naya Yuna,2,0,False,ERIC GRAY won 2-1-0
3,Brian Weber,Azorius Tempo,1,Curtis Eslami,Simic Rhythm,2,0,False,Curtis Eslami won 2-1-0
3,Carlos Orengo,Izzet Spellementals,0,Aaron Kaufman-Haft,Izzet Lessons,2,0,False,Aaron Kaufman-Haft won 2-0-0
3,Charles Eiler,Azorius Control,2,Kazi Baker,Bant Airbending,1,0,False,Charles Eiler won 2-1-0
3,Skylar Liekhus,Simic Rhythm,2,DJHero631,Mono-Red Aggro,1,0,False,Skylar Liekhus won 2-1-0
3,Jniblet,Boros Dragons,1,bigboi54,Izzet Lessons,2,0,False,bigboi54 won 2-1-0
3,Austin Snide,Izzet Spellementals,2,Indy Whitaker,Simic Rhythm,0,0,False,Austin Snide won 2-0-0
3,Leonardo Ruiz,Simic Rhythm,1,JodyK,Bant Omniscience,2,0,False,JodyK won 2-1-0
3,Joseph Countryman,Mono-Green Landfall,2,Brett Eischens,Simic Rhythm,1,,False,Joseph Countryman won 2-1-0
3,80HD,Bant Airbending,0,Justin Johnson,Azorius Control,2,0,False,Justin Johnson won 2-0-0
3,Jim Bishop,Izzet Spellementals,2,Ben Gardner,Dimir Midrange,0,0,False,Jim Bishop won 2-0-0
3,Nick Maley,Izzet Lessons,2,NickHavens,Gruul Landfall,0,0,False,Nick Maley won 2-0-0
3,Trystan Alexander,Izzet Elementals,1,Heathe Butler,Izzet Lessons,2,0,False,Heathe Butler won 2-1-0
3,Dexter Stinson,Simic Rhythm,0,Thatcher Koenecke,Azorius Tempo,2,0,False,Thatcher Koenecke won 2-0-0
3,Kevin Kelly,Bant Airbending,1,Travis Canyock,Jeskai Control,2,0,False,Travis Canyock won 2-1-0
3,John Slimak,Temur Rhythm,2,Matt Crews,Mono-Green Landfall,0,0,False,John Slimak won 2-0-0
3,Nicholas Castro,Dimir Spellementals,1,Patrick Tea,Boros Dragons,2,0,False,Patrick Tea won 2-1-0
3,Tyler Rebhahn,Dimir Excruciator,2,Jaime Nava,Izzet Looting,0,0,False,Tyler Rebhahn won 2-0-0
3,Adam Bruce,Dimir Excruciator,0,richard adams,Izzet Spellementals,2,0,False,richard adams won 2-0-0
3,Robert Pounds,Rakdos Monument,2,WeiH,Mono-Red Aggro,1,0,False,Robert Pounds won 2-1-0
3,Jason Dishong,Mono-Green Landfall,2,Jacob Osborne,Jeskai Control,0,0,False,Jason Dishong won 2-0-0
3,Ezekial Riley,Simic Rhythm,2,Dalton Croucher,Mono-Black Midrange,1,0,False,Ezekial Riley won 2-1-0
3,Jackson Morris,Boros Quintorius,0,Matthew Loukides,Bant Omniscience,2,0,False,Matthew Loukides won 2-0-0
3,CharlesFish,Azorius Tempo,1,Daniel Barkon,Gruul Landfall,2,0,False,Daniel Barkon won 2-1-0
3,Will Broer,Mono-Red Aggro,1,Anthony Pepe,Mono-Green Landfall,2,0,False,Anthony Pepe won 2-1-0
3,Jon Wilkins,Dimir Excruciator,2,Zach Brown,Azorius Tempo,0,0,False,Jon Wilkins won 2-0-0
3,Harrison Harp,Jeskai Control,2,matt keimig,Bant Rhythm,1,0,False,Harrison Harp won 2-1-0
3,RunItZach,Mono-Green Landfall,1,Michael Paluta,Mono-Green Landfall,1,0,False,1-1-0 Draw
3,Nathan Potter,Rakdos Monument,1,Kevin Bell,Mono-Red Aggro,2,0,False,Kevin Bell won 2-1-0
3,Matthew Watts,Mono-Red Aggro,2,Nicholas Overmyer,Jeskai Prowess,0,0,False,Matthew Watts won 2-0-0
3,ChrisSalguero,Temur Rhythm,2,Bodie Bice,Simic Rhythm ,0,0,False,ChrisSalguero won 2-0-0
3,njkong,Azorius Tempo,2,Austin Hoth,Dimir Excruciator,1,0,False,njkong won 2-1-0
3,Nicole Tipple,Dimir Excruciator,2,DannyM,Dimir Excruciator,0,0,False,Nicole Tipple won 2-0-0
3,James Drake,Izzet Lessons,2,Grace Levy,Azorius Tempo,1,0,False,James Drake won 2-1-0
3,Trevor Hokanson,Dimir Excruciator,0,Nicolas Kipreos,Izzet Lessons,2,0,False,Nicolas Kipreos won 2-0-0
3,Toothy,Simic Rhythm,2,TJ Rataiczak,Izzet Lessons,0,0,False,Toothy won 2-0-0
3,Mike Egan,Grixis Elementals,1,Michael Bernat,Dimir Midrange,2,0,False,Michael Bernat won 2-1-0
3,JeanCastillo,Golgari Rhythm,1,Damon DenBeste,Mono-Green Landfall,2,0,False,Damon DenBeste won 2-1-0
3,Glendon Parker,Azorius Tempo,0,Daniel Miller,Izzet Lessons,2,0,False,Daniel Miller won 2-0-0
3,Gavin Perry,Mono-Green Landfall,2,ReaB,Jeskai Control,1,0,False,Gavin Perry won 2-1-0
3,Ryan Kenvin,Dimir Midrange,2,Roman Ewing,Dimir Excruciator,0,0,False,Ryan Kenvin won 2-0-0
3,Aurinel18,Mono-Red Aggro,0,Chris Hamilton,Mono-Green Landfall,2,0,False,Chris Hamilton won 2-0-0
3,Nick Mincucci,Mono-Green Landfall,0,Zaid Lorea,Azorius Aggro,2,0,False,Zaid Lorea won 2-0-0
3,FleshEatinGnome,Izzet Elementals,1,david Russo,Mono-Green Landfall,2,0,False,david Russo won 2-1-0
3,Dwmathena,Izzet Elementals,1,CameronTalbot,Mono-Red Aggro,2,0,False,CameronTalbot won 2-1-0
3,Ryan Hayes,Izzet Lessons,1,Stephen Hanlin,Azorius Tempo,2,0,False,Stephen Hanlin won 2-1-0
3,Adam Heinemann,Rakdos Monument,1,Maximilian Sagraves,Simic Rhythm,2,0,False,Maximilian Sagraves won 2-1-0
3,Josh Vaughan,Boros Aggro,1,Alexander Javed,Jeskai Artifacts,2,0,False,Alexander Javed won 2-1-0
3,Michael Freeman,Bant Airbending,1,rprince6582,Sultai Rhythm,2,0,False,rprince6582 won 2-1-0
3,Cristofer Smith,Grixis Elementals,1,Michael Byrd,Bant Airbending,2,0,False,Michael Byrd won 2-1-0
3,Chad Kay,Izzet Lessons,1,Josheds4159,Simic Frogs,2,0,False,Josheds4159 won 2-1-0
3,Skylar Pastor,Izzet Lessons,2,Matt Nass,Bant Airbending,1,0,False,Skylar Pastor won 2-1-0
3,Derek Blaiotta,Izzet Lessons,2,NoctowlCity,Dimir Midrange,0,0,False,Derek Blaiotta won 2-0-0
3,Marlee Shafer,Boros Dragons,1,Jonathan Hsu,Azorius Tempo,2,0,False,Jonathan Hsu won 2-1-0
3,Matt Engelbart,Azorius Tempo,1,Rob Carson,Boros Dragons,2,0,False,Rob Carson won 2-1-0
3,Logan Boone,Izzet Elementals,0,DaddyChef,Simic Omniscience,2,0,False,DaddyChef won 2-0-0
3,LWhite31,Abzan Midrange,0,inbirth,Dimir Excruciator,2,0,False,inbirth won 2-0-0
3,HastyTasty,Izzet Lessons,0,Zevin Faust,Azorius Tempo,2,0,False,Zevin Faust won 2-0-0
3,MarcelineOrion,Jeskai Midrange,2,Brandon Gille,Izzet Spellementals,1,0,False,MarcelineOrion won 2-1-0
3,Freohr,Izzet Spellementals,0,Austin Clark,Izzet Prowess,2,0,False,Austin Clark won 2-0-0
3,Junyuan Zheng,Temur Harmonizer,2,Albert Liao,Dimir Oculus,0,0,False,Junyuan Zheng won 2-0-0
3,George Jabbour,Izzet Lessons,2,Mark Lemons,Simic Rhythm,1,0,False,George Jabbour won 2-1-0
3,Joshua Willis,Izzet Lessons,2,BrentM,Izzet Blink,1,0,False,Joshua Willis won 2-1-0
3,KadenWood,Sultai Reanimator,2,Lucas Repp,Golgari Midrange,1,0,False,KadenWood won 2-1-0
3,jaroach3,Jeskai Oculus,2,badonnersbach,Sultai Reanimator,1,0,False,jaroach3 won 2-1-0
3,Elle Ashby,Izzet Prowess,2,Nicholas Werner,Izzet Prowess,1,0,False,Elle Ashby won 2-1-0
3,Augustine,Azorius Tempo,0,Ashersf,Izzet Looting,2,0,False,Ashersf won 2-0-0
3,DavG61,Sultai Elementals,2,Kaleb Weir,Mono-Red Aggro,1,0,False,DavG61 won 2-1-0
3,Nate Muhlbach,Simic Rhythm,2,JorJ12,Jeskai Aggro,1,0,False,Nate Muhlbach won 2-1-0
3,Leo Cooper,Esper Pixie,1,Logan Huskins,Boros Dragons,2,0,False,Logan Huskins won 2-1-0
3,Javier Beasley,Mono-Green Landfall,0,Marcus Davanzati,Izzet Spellementals,2,0,False,Marcus Davanzati won 2-0-0
3,natek,Jeskai Control,0,Matthewzekas,Jeskai Control,2,0,False,Matthewzekas won 2-0-0
3,Dan Kamvakis,Izzet Blink,1,James Suter,Azorius Tempo,2,0,False,James Suter won 2-1-0
3,joesmoe12,Azorius Tempo,0,Tony Stewart,Dimir Excruciator,2,0,False,Tony Stewart won 2-0-0
3,Josh Glantzman,Izzet Lessons,2,Derrick Derksen,Jeskai Control,1,0,False,Josh Glantzman won 2-1-0
3,AntB65,Sultai Reanimator,2,Kevin Thomas,Orzhov Tokens,0,0,False,AntB65 won 2-0-0
3,Rayon,Azorius Control,1,Jacob Winkle,Dimir Excruciator,1,0,False,1-1-0 Draw
3,Geoff Mullin,Mono-Green Landfall,2,Andrew Ohlschwager,Izzet Spellementals,1,0,False,Geoff Mullin won 2-1-0
3,Nolan Ferguson,Dimir Excruciator,0,JP Gruchacz,Simic Rhythm,2,0,False,JP Gruchacz won 2-0-0
3,KevanKramer,Boros Aggro,0,Cody Colston,Dimir Excruciator,2,0,False,Cody Colston won 2-0-0
3,RobertoGon,Izzet Spellementals,0,Jake Coenen,Izzet Lessons,2,0,False,Jake Coenen won 2-0-0
3,Zach Spors,Izzet Prowess,2,Bryson Horne,Sultai Midrange,1,0,False,Zach Spors won 2-1-0
3,TayR9,Mono-Green Landfall,2,treyb,Simic Omniscience,1,0,False,TayR9 won 2-1-0
3,Nazar Tash,Azorius Otters,2,Avowofsilence,Dimir Midrange,1,0,False,Nazar Tash won 2-1-0
3,Mitch Sachs,Mono-Green Landfall,2,Mika Spangler,Azorius Control,0,0,False,Mitch Sachs won 2-0-0
3,Gmj1921,Izzet Spellementals,0,Jerret Rocha,Dimir Blink,2,0,False,Jerret Rocha won 2-0-0
3,Caleb White,Izzet Elementals,1,Michael Miller,Dimir Control,2,0,False,Michael Miller won 2-1-0
3,Stanley Hartman,Mono-Red Leyline,2,Austin Bench,Izzet Lessons,1,0,False,Stanley Hartman won 2-1-0
3,timahh69,Bant Airbending,0,Trevor Dalrymple,Dimir Excruciator,2,0,False,Trevor Dalrymple won 2-0-0
3,Benji Leaf,Rakdos Monument,2,Steven Wilkins,Jeskai Control,1,0,False,Benji Leaf won 2-1-0
3,Shane Grayson,Dimir Midrange,0,LoganHesch,Bant Airbending,2,0,False,LoganHesch won 2-0-0
3,Ryan Young,Izzet Spellementals,1,Alexander Bock,Boros Dragons,2,0,False,Alexander Bock won 2-1-0
3,jost7,Dimir Control,2,Jonthan6646,Azorius Control,0,0,False,jost7 won 2-0-0
3,Chris Swafford,Izzet Lessons,2,Naterooy,Dimir Midrange,1,0,False,Chris Swafford won 2-1-0
3,Jvorron,Simic Rhythm,2,mangorain,Esper Oculus,1,0,False,Jvorron won 2-1-0
3,Thomas Johnson,Izzet Lessons,0,Issac Koehler,Azorius Tempo,2,0,False,Issac Koehler won 2-0-0
3,Abner Herrera,Golgari Midrange,2,Fred Stryker,Dimir Excruciator,0,0,False,Abner Herrera won 2-0-0
3,Jacob Franz,Mono-Red Aggro,2,Kenoa06,Temur Rhythm,1,0,False,Jacob Franz won 2-1-0
3,Alex Yatsenko,Dimir Excruciator,2,Romulus731,Boros Aggro,1,0,False,Alex Yatsenko won 2-1-0
3,Barry Smith,Mono-Red Aggro,2,BryU1,Jeskai Prowess,1,0,False,Barry Smith won 2-1-0
3,Alberto Jimenez De Jesus,Jeskai Control,2,Joseph Brogan,Izzet Flash,1,0,False,Alberto Jimenez De Jesus won 2-1-0
3,Miguel Rivera,Azorius Aggro,2,BreC23,Simic Rhythm,1,0,False,Miguel Rivera won 2-1-0
3,Maxx Paustian,Mono-Green Landfall,2,Chromehound8,Sultai Rhythm,0,0,False,Maxx Paustian won 2-0-0
3,ParH3,Five-Color Rhythm,0,AndrewKieser,Azorius Tempo,2,0,False,AndrewKieser won 2-0-0
3,Aiden Lamson,Simic Rhythm ,2,Jorbet,Sultai Elementals,1,0,False,Aiden Lamson won 2-1-0
3,Brian Ragazzi,Boros Aggro,1,Brian Hodge,Sultai Elementals,2,0,False,Brian Hodge won 2-1-0
3,Joe Doyle,Rakdos Aggro,2,George Taylor,Dimir Excruciator,1,0,False,Joe Doyle won 2-1-0
3,Aaronb1677,Abzan Sacrifice,1,Manny Bello,Izzet Lessons,2,0,False,Manny Bello won 2-1-0
3,Brandon Hankal,Izzet Lessons,2,Kezia ⛏🐛,Simic Rhythm,0,0,False,Brandon Hankal won 2-0-0
3,Klon3,Jeskai Control,0,Gryffindor Mishlove,Mono-White Tokens,2,0,False,Gryffindor Mishlove won 2-0-0
3,AleS46,Izzet Prowess,2,Brian Feria,Mono-Green Landfall,0,0,False,AleS46 won 2-0-0
3,Jayson Kemper,Azorius Tempo,2,Darren Shahinian,Jeskai Control,0,0,False,Jayson Kemper won 2-0-0
3,Shane Smith,Jeskai Control,2,Jesse Aguirre,Temur Harmonizer,1,0,False,Shane Smith won 2-1-0
3,Graham Thompson,Simic Rhythm,2,Mark Samuelson,Mono-Green Landfall,0,0,False,Graham Thompson won 2-0-0
3,David Boucher,Boros Aggro,1,bryanduxbury,Temur Battlecrier Combo,2,0,False,bryanduxbury won 2-1-0
3,Michael McKnight,Jeskai Control,1,Pedro Mocelin,Dimir Midrange,2,0,False,Pedro Mocelin won 2-1-0
3,LAWRENCE MCKEE,Boros Dragons,2,EthE,Temur Harmonizer,1,0,False,LAWRENCE MCKEE won 2-1-0
3,Ian Wolf,Azorius Tempo,2,timsterk45,Izzet Spellementals,0,0,False,Ian Wolf won 2-0-0
3,TylC31,Izzet Lessons,0,Adrian Marquez,Mono-White Aggro,2,0,False,Adrian Marquez won 2-0-0
3,TylerW,Simic Rhythm,2,privett1994,Dimir Excruciator,0,0,False,TylerW won 2-0-0
3,Caz Rodriguez,Izzet Elementals,1,Gmoneystacks,Dimir Midrange,1,0,False,1-1-0 Draw
3,Devon Engel,Jeskai Control,2,LogS29,Boros Aggro,1,0,False,Devon Engel won 2-1-0
3,jango909,Dimir Control,1,L Anselmi,Azorius Tempo,2,0,False,L Anselmi won 2-1-0
3,AmericanNitemare14,Jeskai Control,1,matthew westwood,Rakdos Monument,2,0,False,matthew westwood won 2-1-0
3,Jesse La Force,Jeskai Control,0,Charles Greene,Dimir Midrange,2,0,False,Charles Greene won 2-0-0
3,DJK3V1N,Bant Omniscience,0,Matthew Giglio,Izzet Blink,2,0,False,Matthew Giglio won 2-0-0
3,Jacob Lamothe,Izzet Spellementals,2,GimmedatShhh,Simic Rhythm,1,0,False,Jacob Lamothe won 2-1-0
3,curtissroyster,Izzet Lessons,0,Connor Mackenzie,Izzet Lessons,2,0,False,Connor Mackenzie won 2-0-0
3,paul richards,Orzhov Midrange,2,OniPepperOni,Izzet Lessons,1,0,False,paul richards won 2-1-0
3,Raynor Kuang,Dimir Excruciator,2,AidH10,Dimir Excruciator,1,0,False,Raynor Kuang won 2-1-0
3,Raymond Kao,Izzet Lessons,2,Christopher Thomas,Izzet Elementals,0,0,False,Raymond Kao won 2-0-0
3,Mikey Bishara,Izzet Elementals,2,ChaseM,Boros Artifacts,0,0,False,Mikey Bishara won 2-0-0
3,Benjamin Cohen,Azorius Tempo,0,Michael Martin,Izzet Spellementals,2,0,False,Michael Martin won 2-0-0
3,Austin Nickleson,Mardu Tokens,1,Joelle Rinkol,Dimir Midrange,2,0,False,Joelle Rinkol won 2-1-0
3,jeremiah nelson,Izzet Elementals,0,Alexander Lim,Bant Airbending,2,0,False,Alexander Lim won 2-0-0
3,Joe Leo,Izzet Spellementals,2,Tyler Gomez,Izzet Elementals,0,0,False,Joe Leo won 2-0-0
3,ReplayRyan,Jeskai Artifacts,2,Typhoon,Mono-Green Landfall,1,0,False,ReplayRyan won 2-1-0
3,Andrew Miller,Izzet Lessons,2,Robert Boyer,Mono-Green Landfall,1,0,False,Andrew Miller won 2-1-0
3,Anthony Dennis,Simic Rhythm,2,CaroBean,Selesnya Landfall,0,0,False,Anthony Dennis won 2-0-0
3,loothound,Temur Harmonizer,2,Michael Buckley,Izzet Looting,0,0,False,loothound won 2-0-0
3,Casey Ryback,Mono-Green Landfall,2,Jonathan Lacker,Grixis Elementals,0,0,False,Casey Ryback won 2-0-0
3,Brendyn Divine,Dimir Control,2,brandonsempire,Jeskai Control,0,0,False,Brendyn Divine won 2-0-0
3,Justin Martinez,Izzet Lessons,2,Bailey Montressor,Izzet Lessons,0,0,False,Justin Martinez won 2-0-0
3,Sweetpotato,Izzet Elementals,0,Johnny Black,Mono-Green Landfall,2,0,False,Johnny Black won 2-0-0
3,CamL15,Izzet Blink,0,Proctor,Bant Airbending,2,0,False,Proctor won 2-0-0
3,Griffin Berschauer,Simic Rhythm,1,AedanD,Izzet Lessons,2,0,False,AedanD won 2-1-0
3,DustinE,Azorius Tempo,2,Jacob Nelson,Rakdos Monument,1,0,False,DustinE won 2-1-0
3,Bill Comminos,Gruul Landfall,0,Mikhail Brawner,Sultai Reanimator,2,0,False,Mikhail Brawner won 2-0-0
3,Tino Barraza,Dimir Midrange,2,Alec Simmers,Boros Aggro,1,0,False,Tino Barraza won 2-1-0
3,Lunafear,Mono-Green Landfall,2,Sean Murdoch,Jeskai Control,0,0,False,Lunafear won 2-0-0
3,jaytonater,Rakdos Monument,1,BryM26,Mono-Green Landfall,2,0,False,BryM26 won 2-1-0
3,Haoshoku,Esper Control,2,Ryan Ritchie,Dimir Excruciator,1,0,False,Haoshoku won 2-1-0
3,jonathan castagna,Dimir Excruciator,2,Chris Deeter,Mono-Green Landfall,1,0,False,jonathan castagna won 2-1-0
3,Ivan_Draw_Go,Dimir Excruciator,0,CJ Strickland45,Gruul Random Encounter,2,0,False,CJ Strickland45 won 2-0-0
3,deasy,Azorius Tempo,1,Andrew Auburn,Izzet Elementals,2,0,False,Andrew Auburn won 2-1-0
3,Matthew Mckenzie,Selesnya Cage,0,Dvanmeter17,Jeskai Control,2,0,False,Dvanmeter17 won 2-0-0
3,Oscar Herrera,Dimir Excruciator,0,Quantumgrind,Esper Oculus,2,0,False,Quantumgrind won 2-0-0
3,Joey Fry,Sultai Midrange,1,Joshua Adkins,Mono-Black Aggro,2,0,False,Joshua Adkins won 2-1-0
